0-50, State-gov, 77516, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 2174, 0, 40, United-States, <=50K
0-50, Private, 109434, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 55, United-States, <=50K
0-50, Private, 255004, BasicDegree, 6, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 197860, BasicDegree, 10, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, ?, 187656, BasicDegree, 2, Married, ?, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 51744, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Orient, Male, 0, 2206, 40, United-States, <=50K
50-100, Private, 176681, BasicDegree, 9, Married, Adm-clerical, Husband, Orient, Male, 0, 0, 20, United-States, <=50K
50-100, Local-gov, 140359, BasicDegree, 1, NonMarried, Machine-op-inspct, Not-in-family, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Private, 243313, BasicDegree, 9, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, ?, 24215, BasicDegree, 6, Married, ?, Not-in-family, Occident, Female, 0, 0, 10, United-States, <=50K
50-100, Self-emp-not-inc, 167687, BasicDegree, 9, Married, Farming-fishing, Husband, Occident, Male, 1409, 0, 50, United-States, <=50K
50-100, Private, 314209, BasicDegree, 11, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 20, Columbia, <=50K
50-100, Private, 176796, BasicDegree, 9, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 538583, BasicDegree, 7, Married, Transport-moving, Not-in-family, Orient, Male, 3674, 0, 40, United-States, <=50K
0-50, Private, 130408, BasicDegree, 9, Married, Sales, Unmarried, Orient, Female, 0, 0, 38, United-States, <=50K
0-50, Private, 159732, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 42, United-States, <=50K
0-50, Private, 110978, BasicDegree, 10, Married, Craft-repair, Other-relative, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 76714, BasicDegree, 15, NonMarried, Prof-specialty, Not-in-family, Occident, Male, 0, 0, 55, United-States, >50K
50-100, State-gov, 268700, BasicDegree, 9, Married, Other-service, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, State-gov, 170525, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 38, United-States, <=50K
0-50, Private, 180138, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, Iran, >50K
0-50, Local-gov, 115076, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 70, United-States, >50K
0-50, Private, 115458, BasicDegree, 9, NonMarried, Transport-moving, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 347890, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 196001, BasicDegree, 9, Married, Other-service, Wife, Occident, Female, 0, 0, 20, United-States, <=50K
0-50, State-gov, 273905, AdvancedDegree, 12, Married, Protective-serv, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, ?, 119156, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Male, 0, 0, 20, United-States, <=50K
0-50, Private, 179488, BasicDegree, 10, Married, Craft-repair, Not-in-family, Occident, Male, 0, 1741, 40, United-States, <=50K
50-100, Private, 203580, BasicDegree, 9, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 35, ?, <=50K
50-100, Private, 236596, BasicDegree, 9, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 45, United-States, >50K
0-50, Private, 183916, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Occident, Female, 0, 0, 34, United-States, <=50K
0-50, Private, 207578, AdvancedDegree, 12, Married, Tech-support, Husband, Occident, Male, 0, 1977, 60, United-States, >50K
0-50, Private, 153141, BasicDegree, 9, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, ?, <=50K
0-50, Private, 112763, BasicDegree, 15, Married, Prof-specialty, Wife, Occident, Female, 0, 0, 40, United-States, >50K
0-50, Private, 390781, AdvancedDegree, 13, Married, Adm-clerical, Wife, Orient, Female, 0, 0, 40, United-States, <=50K
50-100, Local-gov, 171328, BasicDegree, 6, Married, Other-service, Unmarried, Orient, Female, 0, 0, 30, United-States, <=50K
0-50, Local-gov, 27382, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 259014, BasicDegree, 10, NonMarried, Transport-moving, Not-in-family, Occident, Male, 0, 0, 20, United-States, <=50K
0-50, Self-emp-not-inc, 303044, BasicDegree, 9, Married, Farming-fishing, Husband, Orient, Male, 0, 0, 40, Cambodia, >50K
0-50, Private, 117789, BasicDegree, 9, NonMarried, Other-service, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 172579, BasicDegree, 9, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 30, United-States, <=50K
0-50, Private, 187666, BasicDegree, 11, Married, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 45, United-States, <=50K
50-100, Private, 204518, BasicDegree, 4, Married, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 150042, AdvancedDegree, 13, Married, Prof-specialty, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 98092, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, Private, 245918, BasicDegree, 7, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 12, United-States, <=50K
50-100, Private, 146013, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 4064, 0, 40, United-States, <=50K
0-50, Private, 378322, BasicDegree, 7, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 257295, BasicDegree, 10, Married, Exec-managerial, Husband, Orient, Male, 0, 0, 75, Thailand, >50K
0-50, ?, 218956, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Male, 0, 0, 24, Canada, <=50K
50-100, Private, 21174, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 185480, AdvancedDegree, 13, NonMarried, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 45, United-States, <=50K
0-50, Private, 222205, BasicDegree, 9, Married, Craft-repair, Wife, Occident, Female, 0, 0, 40, United-States, >50K
50-100, Private, 69867, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 191260, BasicDegree, 5, NonMarried, Other-service, Own-child, Occident, Male, 1055, 0, 24, United-States, <=50K
50-100, Self-emp-not-inc, 30653, AdvancedDegree, 14, Married, Farming-fishing, Husband, Occident, Male, 2407, 0, 98, United-States, <=50K
0-50, Local-gov, 209109, AdvancedDegree, 14, NonMarried, Prof-specialty, Own-child, Occident, Male, 0, 0, 35, United-States, <=50K
0-50, Private, 70377, BasicDegree, 9, Married, Prof-specialty, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 477983, BasicDegree, 9, Married, Handlers-cleaners, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 170924, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 7298, 0, 40, United-States, >50K
0-50, Private, 190174, BasicDegree, 10, NonMarried, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 193787, BasicDegree, 10, NonMarried, Tech-support, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 279472, BasicDegree, 10, Married, Machine-op-inspct, Wife, Occident, Female, 7298, 0, 48, United-States, >50K
0-50, Private, 34918, AdvancedDegree, 13, NonMarried, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 15, Germany, <=50K
0-50, Local-gov, 97688, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 5178, 0, 40, United-States, >50K
0-50, Private, 175413, AdvancedDegree, 12, Married, Sales, Unmarried, Orient, Female, 0, 0, 45, United-States, <=50K
50-100, Private, 173960, AdvancedDegree, 13, Married, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 42, United-States, <=50K
0-50, Private, 205759, BasicDegree, 9, NonMarried, Handlers-cleaners, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Federal-gov, 425161, AdvancedDegree, 14, Married, Sales, Husband, Occident, Male, 15024, 0, 40, United-States, >50K
0-50, Private, 220531, BasicDegree, 15, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 60, United-States, >50K
50-100, Private, 176609, BasicDegree, 10, Married, Other-service, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 371987, AdvancedDegree, 13, NonMarried, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 193884, BasicDegree, 4, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, Ecuador, <=50K
0-50, Private, 200352, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 127595, BasicDegree, 9, Married, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 220419, AdvancedDegree, 13, NonMarried, Protective-serv, Not-in-family, Occident, Male, 0, 0, 56, United-States, <=50K
0-50, Private, 231931, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 248402, AdvancedDegree, 13, NonMarried, Tech-support, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 111095, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 16, United-States, <=50K
0-50, Self-emp-inc, 57424, AdvancedDegree, 13, Married, Sales, Not-in-family, Occident, Female, 0, 0, 60, United-States, <=50K
0-50, ?, 157443, AdvancedDegree, 14, Married, ?, Wife, Orient, Female, 3464, 0, 40, ?, <=50K
0-50, Private, 278130, BasicDegree, 9, NonMarried, Craft-repair, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 169469, BasicDegree, 9, Married, Sales, Not-in-family, Occident, Male, 0, 0, 80, United-States, <=50K
0-50, Private, 146268, AdvancedDegree, 13, Married, Adm-clerical, Husband, Occident, Male, 7688, 0, 40, United-States, >50K
0-50, Private, 153718, BasicDegree, 10, NonMarried, Other-service, Not-in-family, Orient, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 217460, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 45, United-States, >50K
50-100, Private, 238638, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 4386, 0, 40, United-States, >50K
0-50, Private, 303296, BasicDegree, 10, Married, Adm-clerical, Wife, Orient, Female, 0, 0, 40, Laos, <=50K
0-50, Private, 173321, BasicDegree, 9, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 193945, AdvancedDegree, 12, NonMarried, Tech-support, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 83082, AdvancedDegree, 12, NonMarried, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 33, United-States, <=50K
0-50, Private, 193815, AdvancedDegree, 12, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-inc, 34987, BasicDegree, 10, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 54, United-States, >50K
0-50, Private, 59306, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 142897, AdvancedDegree, 14, Married, Exec-managerial, Husband, Orient, Male, 7298, 0, 35, Taiwan, >50K
0-50, ?, 860348, BasicDegree, 10, NonMarried, ?, Own-child, Orient, Female, 0, 0, 25, United-States, <=50K
0-50, Self-emp-not-inc, 205607, AdvancedDegree, 13, Married, Prof-specialty, Not-in-family, Orient, Female, 0, 0, 40, United-States, >50K
0-50, Private, 199698, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 15, United-States, <=50K
0-50, Private, 191954, BasicDegree, 10, NonMarried, Machine-op-inspct, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 138714, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 399087, BasicDegree, 3, Married, Machine-op-inspct, Other-relative, Occident, Female, 0, 0, 40, Mexico, <=50K
0-50, Private, 423158, BasicDegree, 10, NonMarried, Tech-support, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 159841, BasicDegree, 9, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 24, United-States, <=50K
0-50, Self-emp-not-inc, 174308, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 50356, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 1485, 50, United-States, <=50K
0-50, Private, 186110, BasicDegree, 9, Married, Transport-moving, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 200381, BasicDegree, 7, NonMarried, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 174309, AdvancedDegree, 14, Married, Craft-repair, Husband, Occident, Male, 0, 0, 10, United-States, <=50K
50-100, Self-emp-not-inc, 78383, BasicDegree, 9, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, ?, 211601, BasicDegree, 11, NonMarried, ?, Own-child, Orient, Female, 0, 0, 15, United-States, <=50K
0-50, Private, 187728, BasicDegree, 10, Married, Prof-specialty, Wife, Occident, Female, 0, 1887, 50, United-States, >50K
50-100, Self-emp-not-inc, 321171, BasicDegree, 9, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 127921, BasicDegree, 9, NonMarried, Transport-moving, Not-in-family, Occident, Male, 2050, 0, 55, United-States, <=50K
0-50, Private, 206565, BasicDegree, 10, NonMarried, Craft-repair, Not-in-family, Orient, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 224563, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 178686, BasicDegree, 11, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Local-gov, 98545, BasicDegree, 6, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 242606, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 270942, BasicDegree, 3, NonMarried, Other-service, Other-relative, Occident, Male, 0, 0, 48, Mexico, <=50K
0-50, Private, 94235, BasicDegree, 9, NonMarried, Craft-repair, Other-relative, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 71195, AdvancedDegree, 14, NonMarried, Prof-specialty, Not-in-family, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, Private, 104112, BasicDegree, 9, NonMarried, Sales, Unmarried, Orient, Male, 0, 0, 30, Haiti, <=50K
0-50, Private, 261192, BasicDegree, 9, Married, Other-service, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 94936, AdvancedDegree, 12, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 296478, BasicDegree, 11, Married, Craft-repair, Husband, Occident, Male, 7298, 0, 40, United-States, >50K
0-50, State-gov, 119272, BasicDegree, 9, Married, Protective-serv, Husband, Occident, Male, 7298, 0, 40, United-States, >50K
0-50, Private, 85043, BasicDegree, 9, NonMarried, Farming-fishing, Not-in-family, Occident, Male, 0, 0, 20, United-States, <=50K
0-50, State-gov, 293364, BasicDegree, 10, NonMarried, Protective-serv, Own-child, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 241895, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 42, United-States, <=50K
50-100, ?, 36135, BasicDegree, 7, Married, ?, Husband, Occident, Male, 0, 0, 8, United-States, <=50K
0-50, ?, 151989, BasicDegree, 11, Married, ?, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 101128, AdvancedDegree, 12, Married, Other-service, Not-in-family, Occident, Male, 0, 0, 25, Iran, <=50K
0-50, Private, 156464, AdvancedDegree, 13, NonMarried, Prof-specialty, Own-child, Occident, Male, 0, 0, 25, United-States, <=50K
0-50, Private, 117963, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 192262, BasicDegree, 9, Married, Other-service, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 111363, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Local-gov, 329752, BasicDegree, 7, Married, Transport-moving, Husband, Occident, Male, 0, 0, 30, United-States, <=50K
50-100, ?, 372020, AdvancedDegree, 13, Married, ?, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Federal-gov, 95432, BasicDegree, 9, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Private, 161400, BasicDegree, 7, Married, Other-service, Unmarried, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 96129, BasicDegree, 11, Married, Tech-support, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 111949, BasicDegree, 9, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Self-emp-not-inc, 117125, BasicDegree, 5, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, Portugal, <=50K
0-50, Private, 348022, BasicDegree, 6, Married, Other-service, Wife, Occident, Female, 0, 0, 24, United-States, <=50K
50-100, Private, 270092, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 180609, AdvancedDegree, 13, Married, Transport-moving, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
